feature_id	location	type	function	aliases	protein_md5
fig|1463165.1394.peg.2386	CCI165_S85_contig_9_159988-933	CDS	Transcriptional regulator, LysR family		0d7c996dad614bc25e9d3e0c94d3f26c
fig|1463165.1394.peg.2387	CCI165_S85_contig_9_160202+345	CDS	GTPase (EC 3.6.1.-)		bcf2f65e543a2aa5ef95d582c8e53d12
fig|1463165.1394.peg.2388	CCI165_S85_contig_9_160548+1137	CDS	Membrane fusion component of tripartite multidrug resistance system		ef1e73dc2dad7e637d2a49a1b57c9106
fig|1463165.1394.peg.2389	CCI165_S85_contig_9_162900-1182	CDS	Sugar efflux transporter B		c200e5c3e6a25c969c5ef521b2f865d3
fig|1463165.1394.peg.2390	CCI165_S85_contig_9_163237+1131	CDS	PTS system, fructose-specific IIA component (EC 2.7.1.202) / Fructose-specific phosphocarrier protein HPr		1dd7a80d9d0b3900d58e4cae44f676f6
fig|1463165.1394.peg.2391	CCI165_S85_contig_9_164368+939	CDS	1-phosphofructokinase (EC 2.7.1.56)		2d9ca16a7ddd250a389ed751f72464c1
fig|1463165.1394.peg.2392	CCI165_S85_contig_9_165323+1695	CDS	PTS system, inactive IIB catalytic domain / PTS system, fructose-specific IIB component (EC 2.7.1.202) / PTS system, fructose-specific IIC component		2847e8f78158f50164c48642a8a66691
fig|1463165.1394.peg.2393	CCI165_S85_contig_9_167924-855	CDS	Endonuclease IV (EC 3.1.21.2)		b70e7c34433fc638c4c709fff01872f1
fig|1463165.1394.peg.2394	CCI165_S85_contig_9_169045-1050	CDS	UPF0324 inner membrane protein YeiH		d51ad406ea2d33789fcc5f6c3abea776
fig|1463165.1394.peg.2395	CCI165_S85_contig_9_169311+867	CDS	Transcriptional regulator YeiE, LysR family		8759da97133ed46119c6dbee9b410ca1
fig|1463165.1394.peg.2396	CCI165_S85_contig_9_170359+1470	CDS	Lysine-specific permease		73008b341459432ab23f8236f1b69e03
fig|1463165.1394.peg.2397	CCI165_S85_contig_9_172129+1974	CDS	Colicin I receptor		3ea69653837d9584610eaeaeac88d758
fig|1463165.1394.peg.2398	CCI165_S85_contig_9_175006-834	CDS	S-formylglutathione hydrolase (EC 3.1.2.12)		f57c3b7b034c91a442225559cabf6eda
fig|1463165.1394.peg.2399	CCI165_S85_contig_9_175367+669	CDS	GTP cyclohydrolase I (EC 3.5.4.16) type 1		258c9da9838fefc27e1cce8a0dfdd01d
fig|1463165.1394.peg.2400	CCI165_S85_contig_9_176051+1158	CDS	Uncharacterized protein YeiB		2394c13ec0df94a2c68447421c6f54cf
fig|1463165.1394.peg.2401	CCI165_S85_contig_9_177364+1023	CDS	Mgl repressor and galactose ultrainduction factor GalS, HTH-type transcriptional regulator		914e20d0e89717d7bc1655e857569148
fig|1463165.1394.peg.2402	CCI165_S85_contig_9_178682+474	CDS	Galactose/methyl galactoside ABC transporter, substrate-binding protein MglB (EC 3.6.3.17)		c84df5fef68bcc010de5c0d6c91ad0ad
fig|1463165.1394.peg.2403	CCI165_S85_contig_9_179293+387	CDS	Galactose/methyl galactoside ABC transporter, substrate-binding protein MglB (EC 3.6.3.17)		b6eeb29272532b858c27ae4bf3b5cc1f
fig|1463165.1394.peg.2404	CCI165_S85_contig_9_179798+132	CDS	Galactose/methyl galactoside ABC transporter, ATP-binding protein MglA (EC 3.6.3.17)		8996d21b33b62b8123784e8cb988375d
fig|1463165.1394.peg.2405	CCI165_S85_contig_10_1+576	CDS	ROK family sugar kinase or transcriptional regulator		105c7f3f6c13954a90d50d62fbc61656
fig|1463165.1394.peg.2406	CCI165_S85_contig_10_633+963	CDS	Transcriptional regulator, LacI family		51bc6451658e3e6635bf77549542b2e9
fig|1463165.1394.peg.2407	CCI165_S85_contig_10_1774+918	CDS	Manganese ABC transporter, periplasmic-binding protein SitA		bd7ad3ff452cbd8299048c40494457f5
fig|1463165.1394.peg.2408	CCI165_S85_contig_10_2688+822	CDS	Manganese ABC transporter, ATP-binding protein SitB		32e8bd42ac80e521d24a64aa6728badb
fig|1463165.1394.peg.2409	CCI165_S85_contig_10_3506+849	CDS	Manganese ABC transporter, inner membrane permease protein SitC		fcdffc37e143ee57aca645c5dae7a303
fig|1463165.1394.peg.2410	CCI165_S85_contig_10_4348+855	CDS	Manganese ABC transporter, inner membrane permease protein SitD		3ed31386002217b586d4308e6dc50e5b
fig|1463165.1394.peg.2411	CCI165_S85_contig_10_5613-342	CDS	Uncharacterized protein YgbA		fc3036766e361dea2bfeb2fb8c77f048
fig|1463165.1394.peg.2412	CCI165_S85_contig_10_5990-300	CDS	NOHBY218; no homolog in Saccharomyces cerevisiae		83c1ed21b6191f10f583ff3cbf55b402
fig|1463165.1394.peg.2413	CCI165_S85_contig_10_6200+2364	CDS	TonB-dependent hemin, ferrichrome receptor		69c7cb147e54847b57df349aaad546ff
fig|1463165.1394.peg.2414	CCI165_S85_contig_10_8634+1032	CDS	Hemin transport protein HmuS		2691e447ac521b5805649555ae39baa4
fig|1463165.1394.peg.2415	CCI165_S85_contig_10_9662+819	CDS	Periplasmic hemin-binding protein		150041692f6fc3ad445a9c7a10f7e2ca
fig|1463165.1394.peg.2416	CCI165_S85_contig_10_10480+996	CDS	Hemin ABC transporter, permease protein		e992aaad8ff0eaaa9b04dcf3406af30a
fig|1463165.1394.peg.2417	CCI165_S85_contig_10_11468+780	CDS	ABC-type hemin transport system, ATPase component		6c4759b9f0ef21705dfbd8828513b208
fig|1463165.1394.peg.2418	CCI165_S85_contig_10_12401+2562	CDS	DNA mismatch repair protein MutS		219d029111ec461b89dd564e22d118ea
fig|1463165.1394.peg.2419	CCI165_S85_contig_10_15233-153	CDS	Hok/Gef-like protein		b6e97ec5ad7edf449d7aefea7500dbce
fig|1463165.1394.peg.2420	CCI165_S85_contig_10_15901-237	CDS	Hydroxyaromatic non-oxidative decarboxylase protein D (EC 4.1.1.-)		99789c9c5b5da3a13b8f6b29ac2c8f06
fig|1463165.1394.peg.2421	CCI165_S85_contig_10_17339-1428	CDS	Hydroxyaromatic non-oxidative decarboxylase protein C (EC 4.1.1.-)		d1cebf15b99c4446f78c3384ce3d37b5
fig|1463165.1394.peg.2422	CCI165_S85_contig_10_17932-594	CDS	Hydroxyaromatic non-oxidative decarboxylase protein B (EC 4.1.1.-)		817df37f0e4bff306342d53a5fae579b
fig|1463165.1394.peg.2423	CCI165_S85_contig_10_18105+408	CDS	Transcriptional regulator, MarR family		9c0864c88d22beea84387ef79a306333
fig|1463165.1394.peg.2424	CCI165_S85_contig_10_19408-888	CDS	Transcriptional regulator STM2912, LysR family		1ef5de318dd56c791231ae0501447c56
fig|1463165.1394.peg.2425	CCI165_S85_contig_10_19517+1203	CDS	Putative membrane transport protein		0ea3ba80e6d64e405c7103bdc47cb671
fig|1463165.1394.peg.2426	CCI165_S85_contig_10_20716+378	CDS	hypothetical protein		3d98f1dbec751f17fc0151cd661ea784
fig|1463165.1394.peg.2427	CCI165_S85_contig_10_22138-993	CDS	RNA polymerase sigma factor RpoS		e130406c458f3c2300e8048b957025da
fig|1463165.1394.peg.2428	CCI165_S85_contig_10_23427-1131	CDS	Murein hydrolase activator NlpD		1e45493b89e44e3ae10c9080c72e77f0
fig|1463165.1394.peg.2429	CCI165_S85_contig_10_24179-627	CDS	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)		924e06de5f6727977c353ec8cc9470a0
fig|1463165.1394.peg.2430	CCI165_S85_contig_10_24925-753	CDS	5'-nucleotidase SurE (EC 3.1.3.5) @ Exopolyphosphatase (EC 3.6.1.11)		4eb6ca4a36322f119e97cb76cc28233d
fig|1463165.1394.peg.2431	CCI165_S85_contig_10_25964-1050	CDS	tRNA pseudouridine(13) synthase (EC 5.4.99.27)		6971f2133a9c2fe64f74040ebef8a606
fig|1463165.1394.peg.2432	CCI165_S85_contig_10_26440-480	CDS	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)		4c24a9c81fe07847e00ba628f11431b5
fig|1463165.1394.peg.2433	CCI165_S85_contig_10_27150-711	CDS	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)		6f641fd89aa7f678f7f1284da4c65f20
fig|1463165.1394.peg.2434	CCI165_S85_contig_10_27487-318	CDS	Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage		8e2ec85a015322fe5789a5d7b6e2197c
fig|1463165.1394.peg.2435	CCI165_S85_contig_10_27954-327	CDS	Inner membrane protein YgbE		93c331cd2500bbef801cb7493d6b25bd
fig|1463165.1394.peg.2436	CCI165_S85_contig_10_28610-606	CDS	Adenylylsulfate kinase (EC 2.7.1.25)		85e7e50fa1d022e505d66580cdc7fe07
fig|1463165.1394.peg.2437	CCI165_S85_contig_10_30037-1428	CDS	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)		89a9ad1eb31eb8a8abd9eb87da24e3f2
fig|1463165.1394.peg.2438	CCI165_S85_contig_10_30955-909	CDS	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)		d01c5072f6901e9de28889cc844ae448
fig|1463165.1394.peg.2439	CCI165_S85_contig_10_32380-1416	CDS	Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)		7cbc277691a2dd7b2ee80e6a80089670
fig|1463165.1394.peg.2440	CCI165_S85_contig_10_32618+1047	CDS	Alkaline phosphatase isozyme conversion protein		3c1a4dccc43c871c5bedec26ace70a90
fig|1463165.1394.peg.2441	CCI165_S85_contig_10_34466-735	CDS	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)		3dc3010c66fb22c6911953d1513eff5f
fig|1463165.1394.peg.2442	CCI165_S85_contig_10_36277-1713	CDS	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)		ed4d7c429bbe4e4ce5cac2a934614b77
fig|1463165.1394.peg.2443	CCI165_S85_contig_10_38076-1800	CDS	Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)		e0901cd2f1f61ce005af967b77642693
fig|1463165.1394.peg.2444	CCI165_S85_contig_10_38393+366	CDS	6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)		3e7075466fb0d7725f6267623b18e94c
fig|1463165.1394.peg.2445	CCI165_S85_contig_10_39470-672	CDS	7-carboxy-7-deazaguanine synthase (EC 4.3.99.3)		c7fc2837080019c08d8422f0a316edb4
fig|1463165.1394.peg.2446	CCI165_S85_contig_10_39765-183	CDS	hypothetical protein		6de387ba3ac1995b0c33f4c6c2aa7b6e
fig|1463165.1394.peg.2447	CCI165_S85_contig_10_39948+1110	CDS	Nucleoside-diphosphate-sugar epimerases		877c85c02318104de9f1e624daecb7dc
fig|1463165.1394.peg.2448	CCI165_S85_contig_10_42418-1299	CDS	Enolase (EC 4.2.1.11)		76d868ea7b71fcc7828410584218867c
fig|1463165.1394.peg.2449	CCI165_S85_contig_10_44137-1638	CDS	CTP synthase (EC 6.3.4.2)		d13505af816841c9c2d54ddda2dd2345
fig|1463165.1394.peg.2450	CCI165_S85_contig_10_45209-792	CDS	Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)		1db338f3403fdbb93f8505011910b242
fig|1463165.1394.peg.2451	CCI165_S85_contig_10_47558-2238	CDS	Inactive (p)ppGpp 3'-pyrophosphohydrolase domain / GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase I		2c90f1d0b269733823f19ddc60fa7323
fig|1463165.1394.peg.2452	CCI165_S85_contig_10_48984-1305	CDS	23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)		97b93198b92b1c9dab4e12f84b24b767
fig|1463165.1394.peg.2453	CCI165_S85_contig_10_49097+2751	CDS	Signal transduction histidine-protein kinase BarA (EC 2.7.13.3)		36b74813e6bad9add8c26b092a190614
fig|1463165.1394.peg.2454	CCI165_S85_contig_10_53153-1140	CDS	Glycerate kinase (EC 2.7.1.31)		e1e26c4435fe6928d41dc226b6f03202
fig|1463165.1394.peg.2455	CCI165_S85_contig_10_54566-1341	CDS	Glucarate dehydratase (EC 4.2.1.40)		f78bdbbb52b3cba2075a01c4e93e3c57
fig|1463165.1394.peg.2456	CCI165_S85_contig_10_55925-1341	CDS	Glucarate dehydratase related protein YgcY		0a459a027406542ff652734c340a778b
fig|1463165.1394.peg.2457	CCI165_S85_contig_10_57280-1353	CDS	D-glucarate transporter		c9271092a50ce38fe1826165a9636383
fig|1463165.1394.peg.2458	CCI165_S85_contig_10_58194-444	CDS	Hypothetical flavoprotein YqcA (clustered with tRNA pseudouridine synthase C)		dc17e6ad97681bb284e5e9e9b02a60fe
fig|1463165.1394.peg.2459	CCI165_S85_contig_10_58993-795	CDS	tRNA pseudouridine(65) synthase (EC 5.4.99.26)		c9c8ead3b2791a3d6a51963a4b638584
fig|1463165.1394.peg.2460	CCI165_S85_contig_10_59322-330	CDS	Uncharacterized protein YqcC		2b80a5fb761b4396f7735bbee4645ebb
fig|1463165.1394.peg.2461	CCI165_S85_contig_10_60500-546	CDS	Syd protein		46c40f0224026a7812549b65a98d37da
fig|1463165.1394.peg.2462	CCI165_S85_contig_10_60569+846	CDS	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13)		d17e9b4b8379a62268ca8af42df7283d
fig|1463165.1394.peg.2463	CCI165_S85_contig_10_61526+1368	CDS	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase PpnN (EC 3.2.2.4) (EC 3.2.2.10)		b0b16723da114e05277354b96aa8368b
fig|1463165.1394.peg.2464	CCI165_S85_contig_10_62974+129	CDS	hypothetical protein		4fe67edb1780c61074e729295a194cbb
fig|1463165.1394.peg.2465	CCI165_S85_contig_10_63394+1290	CDS	Serine transporter		f5a8f62c20fbee2307566368169d2315
fig|1463165.1394.peg.2466	CCI165_S85_contig_10_64749+1368	CDS	L-serine dehydratase, beta subunit (EC 4.3.1.17) / L-serine dehydratase, alpha subunit (EC 4.3.1.17)		1201079c521f757e0c1d1d33320ed62b
fig|1463165.1394.peg.2467	CCI165_S85_contig_10_66248+942	CDS	Alkanesulfonate ABC transporter substrate-binding protein SsuA		d30df07982a4a9be14a184b9a0f44302
fig|1463165.1394.peg.2468	CCI165_S85_contig_10_68458-1224	CDS	Acyl-CoA dehydrogenase; probable dibenzothiophene desulfurization enzyme		17d383afe28fcb4b04118d8e43a3ad5c
fig|1463165.1394.peg.2469	CCI165_S85_contig_10_69890-1422	CDS	Uncharacterized MFS-type transporter		0011a7ada9e68f54b10542e937c9f223
fig|1463165.1394.peg.2470	CCI165_S85_contig_10_70962-879	CDS	Methionine ABC transporter substrate-binding protein		7a9239db02e698214d9249df3df81a35
fig|1463165.1394.peg.2471	CCI165_S85_contig_10_71657-699	CDS	Methionine ABC transporter permease protein		5c3b63f2fe9eac8a971b376b1df371ba
fig|1463165.1394.peg.2472	CCI165_S85_contig_10_72676-1023	CDS	Methionine ABC transporter ATP-binding protein		dde080440d9fc001cafb3ac5aa139b30
fig|1463165.1394.peg.2473	CCI165_S85_contig_10_74079-1407	CDS	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases		f36e02466340fec4eb744dd0aacc9f26
fig|1463165.1394.peg.2474	CCI165_S85_contig_10_75550-1398	CDS	hypothetical protein		4c9d4f0e551fc875d0f9eaf2b66cee19
fig|1463165.1394.peg.2475	CCI165_S85_contig_10_76769-1173	CDS	FMNH2-dependent alkanesulfonate monooxygenase (EC 1.14.14.5)		1c03f78bb2c3ae9e23864ee5c53e0aa1
fig|1463165.1394.peg.2476	CCI165_S85_contig_10_76963-117	CDS	hypothetical protein		c8d833386f27558e472aca6bbfc0f8de
fig|1463165.1394.peg.2477	CCI165_S85_contig_10_77042+1944	CDS	ABC transporter, substrate-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)		ea8c43a7755ef67e83b7d06971e3a974
fig|1463165.1394.peg.2478	CCI165_S85_contig_10_79082+756	CDS	Flap endonuclease Xni		07674d5ce53d0ed5b4c4f21e9d2143fe
fig|1463165.1394.peg.2479	CCI165_S85_contig_10_81044-1149	CDS	Lactaldehyde reductase (EC 1.1.1.77)		a4fb8e401c499ea8cd7b9446e0209b66
fig|1463165.1394.peg.2480	CCI165_S85_contig_10_81719-648	CDS	L-fuculose phosphate aldolase (EC 4.1.2.17)		8f3fb52cc36276cbec7e7c5cc6ea7162
fig|1463165.1394.peg.2481	CCI165_S85_contig_10_82286+1311	CDS	Fucose permease		9fbeb510e796251e4dab29d61faa4c96
fig|1463165.1394.peg.2482	CCI165_S85_contig_10_83629+1776	CDS	L-fucose isomerase (EC 5.3.1.25) @ D-Arabinose ketol-isomerase (EC 5.3.1.3)		dc8869b3f60be643d369314d84b0068f
fig|1463165.1394.peg.2483	CCI165_S85_contig_10_85512+1419	CDS	L-fuculokinase (EC 2.7.1.51)		68ebb5fc4af577928669b89504b5dedd
fig|1463165.1394.peg.2484	CCI165_S85_contig_10_86932+423	CDS	L-fucose mutarotase (EC 5.1.3.29)		5488b561bb7e4cf8d44940305b03cf5b
fig|1463165.1394.peg.2485	CCI165_S85_contig_10_87413+711	CDS	L-fucose operon activator		cc32ee1642262dfbe42e52427fb80c17
fig|1463165.1394.peg.2486	CCI165_S85_contig_10_89276-1101	CDS	23S rRNA (cytidine(2498)-2'-O)-methyltransferase (EC 2.1.1.186)		a1997e77a05dbbb8a2d3f934957dd0be
fig|1463165.1394.peg.2487	CCI165_S85_contig_10_89664-396	CDS	FIG00018398: hypothetical regulator		6b9f4121c93dc64ffbd1383f89949803
fig|1463165.1394.peg.2488	CCI165_S85_contig_10_90601-918	CDS	Glycine cleavage system transcriptional activator GcvA		db35e409c3eade077b8f7cdb2494e64e
fig|1463165.1394.peg.2489	CCI165_S85_contig_10_91183-231	CDS	Uncharacterized lipoprotein YgdI		1ba08daf7ab7c7893846bc9e76aa7c69
fig|1463165.1394.peg.2490	CCI165_S85_contig_10_91375+1206	CDS	Cysteine desulfurase (EC 2.8.1.7) => sulfur transfer pathway protein CsdA		ea24dd858e39706132350ef3a9e1f93c
fig|1463165.1394.peg.2491	CCI165_S85_contig_10_92580+432	CDS	Sulfur acceptor protein => sulfur transfer pathway protein CsdE		733ab5139895c9edb9b9106f3cd10463
fig|1463165.1394.peg.2492	CCI165_S85_contig_10_93859-822	CDS	HesA/MoeB/ThiF family protein => sulfur transfer pathway protein CsdL		332a2fc19a25e70937f37911633c4322
fig|1463165.1394.peg.2493	CCI165_S85_contig_10_95044-1098	CDS	Membrane-bound lytic murein transglycosylase A		e84b14608e259b1f8eb11665467e88e6
fig|1463165.1394.rna.40	CCI165_S85_contig_10_95255+77	rna	tRNA-Met-CAT		
fig|1463165.1394.rna.41	CCI165_S85_contig_10_95365+77	rna	tRNA-Met-CAT		
fig|1463165.1394.rna.42	CCI165_S85_contig_10_95474+77	rna	tRNA-Met-CAT		
fig|1463165.1394.peg.2494	CCI165_S85_contig_10_96701-1056	CDS	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)		0ea68db64faa2994a91f78ea6b2f2a48
fig|1463165.1394.peg.2495	CCI165_S85_contig_10_97290-546	CDS	Adenosylcobinamide kinase (EC 2.7.1.156) / Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)		f3b996b6aa5fa1aa8514e57c914e2658
fig|1463165.1394.peg.2496	CCI165_S85_contig_10_98807-1524	CDS	Cobyric acid synthase (EC 6.3.5.10)		c2f6040b501d8be62b499b91f90d6a2a
fig|1463165.1394.peg.2497	CCI165_S85_contig_10_99628-825	CDS	Cobalt ECF transporter, ATPase component of energizing module CbiO		0141a4b6bd0476ed4d1aea3b45157433
fig|1463165.1394.peg.2498	CCI165_S85_contig_10_100314-678	CDS	Cobalt ECF transporter, transmembrane component of energizing module CbiQ		2d458bb7ebfff77663d5f1de8e0ddc85
fig|1463165.1394.peg.2499	CCI165_S85_contig_10_100582-282	CDS	Cobalt ECF transporter, additional substrate-binding protein CbiN		3e502fd575c7601573bf1e67a5718af7
fig|1463165.1394.peg.2500	CCI165_S85_contig_10_101321-738	CDS	Cobalt ECF transporter, substrate-binding protein CbiM		36c1400ebb02102ae279ddf7fb5a2f64
fig|1463165.1394.peg.2501	CCI165_S85_contig_10_102031-711	CDS	Cobalt-precorrin-2 C(20)-methyltransferase (EC 2.1.1.151)		ff877ab8ca95441b73f58c6a76b8d8a9
fig|1463165.1394.peg.2502	CCI165_S85_contig_10_102822-795	CDS	Sirohydrochlorin cobaltochelatase CbiK (EC 4.99.1.3) @ Sirohydrochlorin ferrochelatase activity of CbiK (EC 4.99.1.4)		5797cb0d0323c573baf1aadb0a7b1093
fig|1463165.1394.peg.2503	CCI165_S85_contig_10_103618-786	CDS	Cobalt-precorrin-6A reductase (EC 1.3.1.106)		f31748197a42d04e7495d6196004ffee
fig|1463165.1394.peg.2504	CCI165_S85_contig_10_104340-726	CDS	Cobalt-precorrin-3 C(17)-methyltransferase (EC 2.1.1.272)		36fedf460a68da2b9f0034c332b900fa
fig|1463165.1394.peg.2505	CCI165_S85_contig_10_105395-1056	CDS	Cobalt-precorrin 5A hydrolase (EC 3.7.1.12)		657c3ff8c16ec607aa58cddf10ef31a9
fig|1463165.1394.peg.2506	CCI165_S85_contig_10_106149-774	CDS	Cobalt-precorrin-4 C(11)-methyltransferase (EC 2.1.1.271)		330bf51761b1fa58aadac84259f8943a
fig|1463165.1394.peg.2507	CCI165_S85_contig_10_106711-570	CDS	Cobalt-precorrin-6B C15-methyltransferase [decarboxylating] (EC 2.1.1.196)		cb9c8a2cd158ead2f56a77bd7a340f33
fig|1463165.1394.peg.2508	CCI165_S85_contig_10_107306-606	CDS	Cobalt-precorrin-7 (C5)-methyltransferase (EC 2.1.1.289)		ca0dcd5614ca6a754a532f09730f6d7f
fig|1463165.1394.peg.2509	CCI165_S85_contig_10_108439-1140	CDS	Cobalt-precorrin-5B (C1)-methyltransferase (EC 2.1.1.195)		b950bf231e5b2e4c65fee952cb474869
fig|1463165.1394.peg.2510	CCI165_S85_contig_10_109071-636	CDS	Cobalt-precorrin-8 methylmutase (EC 5.4.99.60)		0112bb041c2c913f8371bde2b7201cc6
fig|1463165.1394.peg.2511	CCI165_S85_contig_10_110041-960	CDS	Adenosylcobinamide-phosphate synthase (EC 6.3.1.10)		4ca97e430f67715d7eab8aa95f29f9ba
fig|1463165.1394.peg.2512	CCI165_S85_contig_10_111414-1377	CDS	Cobyrinic acid a,c-diamide synthetase (EC 6.3.5.11)		ff78f0a547cc84f328ff085bb25b6a7d
fig|1463165.1394.peg.2513	CCI165_S85_contig_10_112877-912	CDS	Propanediol utilization transcriptional activator		0c9fb210836fbafcf5f008483072e7dd
fig|1463165.1394.peg.2514	CCI165_S85_contig_10_113866-801	CDS	Propanediol diffusion facilitator		75707ce52967c1b2c0f95a86329c7225
fig|1463165.1394.peg.2515	CCI165_S85_contig_10_114252-120	CDS	hypothetical protein		c6053628d349de32518939ebe86177f8
fig|1463165.1394.peg.2516	CCI165_S85_contig_10_114392+285	CDS	Propanediol utilization polyhedral body protein PduA		ff1762c87963bdbcffae0b4dbe898c85
fig|1463165.1394.peg.2517	CCI165_S85_contig_10_114673+813	CDS	Propanediol utilization polyhedral body protein PduB		3c006c7acc799045d13fc8d3c9074be6
fig|1463165.1394.peg.2518	CCI165_S85_contig_10_115504+1665	CDS	Propanediol dehydratase large subunit (EC 4.2.1.28)		69bf2933c5d6a0b3f69e09aacd96cc7e
fig|1463165.1394.peg.2519	CCI165_S85_contig_10_117179+675	CDS	Propanediol dehydratase medium subunit (EC 4.2.1.28)		f093eacd50d67eaa94832156b32a52e2
fig|1463165.1394.peg.2520	CCI165_S85_contig_10_117868+522	CDS	Propanediol dehydratase small subunit (EC 4.2.1.28)		d85272a7252b933406a41e182e8cabc6
fig|1463165.1394.peg.2521	CCI165_S85_contig_10_118405+1833	CDS	Propanediol dehydratase reactivation factor large subunit		747b08d5579e4a68e6b8208f5e083239
fig|1463165.1394.peg.2522	CCI165_S85_contig_10_120227+351	CDS	Propanediol dehydratase reactivation factor small subunit		f6f8caf4b5f53beb538fc4841e9e818c
fig|1463165.1394.peg.2523	CCI165_S85_contig_10_120597+276	CDS	Propanediol utilization polyhedral body protein PduJ		8465d500913beee2d0638e2f4218e119
fig|1463165.1394.peg.2524	CCI165_S85_contig_10_120897+462	CDS	Propanediol utilization polyhedral body protein PduK		4334a4853ce846355d4e9e8714b552a1
fig|1463165.1394.peg.2525	CCI165_S85_contig_10_121358+633	CDS	Phosphate propanoyltransferase (EC 2.3.1.222)		427fdf0ac6ed375e1b679c1d0bb6e69a
fig|1463165.1394.peg.2526	CCI165_S85_contig_10_121987+492	CDS	Propanediol utilization protein PduM		95a5ce41ecaafd815dc742cbd825288b
fig|1463165.1394.peg.2527	CCI165_S85_contig_10_122482+276	CDS	Propanediol utilization polyhedral body protein PduN		9d872c0e0598576e0b34d23d9e7c3f66
fig|1463165.1394.peg.2528	CCI165_S85_contig_10_122767+1011	CDS	ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), propanediol utilization / Uncharacterized conserved protein GlcG		2878df7842a202416cad47881919d28a
fig|1463165.1394.peg.2529	CCI165_S85_contig_10_123774+1395	CDS	CoA-acylating propionaldehyde dehydrogenase		a5f3d6d623d162816a14cf28d29cda98
fig|1463165.1394.peg.2530	CCI165_S85_contig_10_125180+1113	CDS	Propanol dehydrogenase [NAD+]		e70cb3b4c152875e9d7a7e5a44bff1a9
fig|1463165.1394.peg.2531	CCI165_S85_contig_10_126289+1356	CDS	Cob(III)alamin reductase @ Cob(II)alamin reductase		c0ae5b31ee25f91fb53753830d11e32f
